Kode,KodeSupplier,Nama,Harga,Satuan,Barcode
1000,4,MR SABUN MUTIARA 85 GR,13406.25,PCS  ,8.99515E+12
1003,40,SOKLIN SMART WHITE 800,17250,DOS  ,8.99887E+12
1004,31,NIVEA FAC SCRUB 100 GR,14113.75,PCS  ,8.99978E+12
1005,31,NIVEA GENTLE FAC.WASH 100,15682.5,PCS  ,8.99978E+12
1006,131,NIVEA GENTLE FCL SCRUB 40,6118.75,PCS  ,8.99978E+12
1010,19,DELFI BRIKO VAN 125 GR,6270,PCS  ,8.991E+12
1020,19,SELAMAT WFR CHOCO 198,6270,PCS  ,8.991E+12
1026,40,NUVO REFF KUNING/GOLD 250,7115,PCS  ,8.99887E+12
1027,40,NUVO REFF HIJAU 250,7187.5,PCS  ,8.99887E+12
1028,40,NUVO FAMILY MERAH   80G,1281.25,PCS  ,8.99887E+12
1029,40,NUVO FAMILY BIRU   80GR,1393.75,PCS  ,8.99887E+12
1030,40,NUVO FAMILY KNG 80GR,1393.75,PCS  ,8.99887E+12
1031,40,NUVO FAMILY HIJAU  80GR,1281.25,PCS  ,8.99887E+12
1032,40,SOKLIN SMART COLOUR SASET,2971.25,PCS  ,9E+12
1034,40,NUVO REFF MERAH 250ML,7187.5,PCS  ,8.99887E+12
1035,40,NUVO REFF PUTIH 250,7115,PCS  ,8.99887E+12
1037,40,BOOM JERUK NIPIS 1 KG,5625,PCS  ,9E+12
1038,40,NUVO FAMILY COOL,1393.75,PCS  ,8.99887E+12
1040,112,SEPATU GHEST 0901,10875,PCS  ,104
1041,A110      ,ROMA SARI GANDUM ROLL 149,3951.25,DOS  ,8.996E+12
1042,167,IMPERIAL BW ERIG  250,11825,PCS  ,9E+12
1046,174,DAHLIA REF CF ALL VAR K-241,10057.5,PCS  ,8.88601E+12
1051,A0015     ,MUKENA AL MADINAH TERUSAN,6460,PCS  ,                    
1056,172,HIT AER EXPERT BLOOM TEA 225,1082.5,PCS  ,8.99275E+12
1057,112,SEPATU KITANO KN,1662.5,PCS  ,1057
1059,2,SERENA EGG ROLL CHOCO55,9013.75,PCS  ,8.88817E+12
1060,40,FRES SB ORANGE 80,1300,PCS  ,8.99887E+12
108,54,MR.P KCG MADU R.25,1098.75,PACK ,8.99271E+12
1080,51,SHINZU`I HANA 90,2763.75,PCS  ,8.99295E+12
1081,51,SHINZU`I KIREI 90,2763.75,PCS  ,8.99295E+12
109,54,MR.P KCG BALADO R. 20,1098.75,PACK ,8.99271E+12
110,2,MONA KOPYOR,4562.5,DOS  ,8.88817E+12
1100,174,SEAGULL NAPTH 25 G/ SG-519/P,1150,PACK ,8.88601E+12
1102,A0110     ,CUSSONS B LOT FRESH&NOUR 200,1087.5,PCS  ,8.9981E+12
1104,40,SOKLIN MATIC FRONT LOAD 1KG,20000,DOS  ,8.99887E+12
1105,40,SOKLIN PRO/ POWER 900,15625,DOS  ,8.99887E+12
1106,40,SOKLIN HIGINIS 900,15625,DOS  ,8.99887E+12
1107,40,SOKLIN MATIC FRONT LOAD 2KG,39750,DOS  ,8.99887E+12
1108,40,SOKLIN PRO 320 GR,4487.5,PCS  ,8.99887E+12
1109,40,SOKLIN HIGINIS 380,4487.5,PCS  ,8.99887E+12
111,19,DELFI TWISTER M CKT 80,3891.25,PCS  ,8.991E+12
1110,40,SOKLIN HIGIENIS 6X29,2260,PCS  ,8.99887E+12
1111,A0111     ,TELUR AYAM NEGERI ISI 10,2260,PCS  ,1111
1112,172,POLYTEX SABUT SPON EXT,2385,PCS  ,8.99274E+12
1114,40,SOKLIN SOFTERGENT PINK 800,15625,DOS  ,8.99887E+12
1116,40,SOKLIN POWER 60 GR,1031.25,PCS  ,1116
112,19,BISA KHUSUS,2137.5,DOS  ,112
1120,40,SOKLIN SMART COLOUR 800,18000,DOS  ,8.99887E+12
1121,40,SOKLIN SMART CLEAN SASET,2971.25,PCS  ,8.99887E+12
113,19,CERES HGL CLASSIC 90,5747.5,PACK ,8.991E+12
114,19,CERES HGL FESTIVE 90,3327.5,PACK ,8.991E+12
1146,51,BUKRIM DET SAC 6X40G,2500,PCS  ,8.99334E+12
1147,51,SHINZU`I FACIAL WASH 40,6160,PCS  ,8.99295E+12
1149,51,SHINZU`I SAKURA 90,2763.75,PCS  ,8.99295E+12
115,19,DELFI CHA CHA WARNA 30,1870,BOX  ,8.991E+12
1150,19,OLAY BD WASH EXTSENSI 354,32051.25,PCS  ,9E+12
1152,40,WINGS BIRU 1/4 POT,1580,PCS  ,8.99887E+12
1153,40,WINGS WB900P POT,4458.75,PCS  ,8.99887E+12
1154,40,WINGS BIRU 1/2 POT,3125,PCS  ,8.99887E+12
1155,40,WINGS BIRU 500 K 209G,2250,DOS  ,8.99887E+12
1156,40,WINGS BIRU WB900 / 540GR,5450,DOS  ,8.99887E+12
1157,40,WINGS PORC HIJAU BTL 400,27031.25,PCS  ,8.99887E+12
1159,31,RESIK-V 90 SIRIH,5000,PCS  ,8.99342E+12
116,A0002     ,TURBO JAGUNG SAPI PANGG 75,2203.75,PCS  ,8.99317E+12
1160,51,SHINZU`I MYORI 90,2763.75,PCS  ,8.99887E+12
1162,172,HIT AER EXPERT BLOOM TEA 600,572.5,PCS  ,8.99275E+12
1163,16,FINNA DUA MENARA 1 KG,10175,PCS  ,8.99182E+12
1165,A0012     ,KWACI RE-BO GREEN TEA 150,8312.5,PCS  ,8.99511E+12
1166,67,L`AGIE GOODDAY PANDAN,12093.75,PCS  ,8.99296E+12
117,54,MR.P KCG MENTE MADU 40,5701.25,PCS  ,8.99271E+12
1173,A0098     ,WRD EXCL MATTE LIP C 05 4GR,1253.75,PCS  ,8.99314E+12
118,54,MR.P KCG MENTE ASIN 40,5701.25,PCS  ,8.99271E+12
1180,158,TIM TAM SMALL WFR 11,5500,PCS  ,8.88602E+12
1185,90,ALKALINE LR-03 (ISI 2),7936.25,LSN  ,8.88602E+12
1187,90,BATERAI ABC TGG R-14 ISI 2,1910,PCS  ,8.88602E+12
1188,A0034     ,EVEREADY BSR 1050 SW2 - 2S,6802.5,PCS  ,8.999E+12
1189,A0034     ,EVEREADY A2 MRH 4`S/1015,2857.5,PCS  ,8.999E+12
119,A0002     ,SIMBA RILLAS BAG 50,3725,PCS  ,8.99317E+12
1191,A0049     ,TURBO JAGUNG SWEET SPICY,2203.75,PCS  ,8.99317E+12
1193,90,BATERAI ABC BESAR R-20_1`S,3500,PCS  ,3333333333
1194,90,BATERAI ABC KECIL R-6,1450,LSN  ,8.88602E+12
1197,A0012     ,PIATOS DUO DGG BKR-NORI 506,1196.25,PCS  ,8.9962E+12
120,A0002     ,SIMBA TUFFIS COKLAT 50,3253.75,PCS  ,8.99317E+12
1202,185,SIDO MULIA KOPI KNG 250,11875,KG   ,1202
1203,26,SAMPOERNA MILD MENTOL 12,5375,PCS  ,8.99991E+12
1204,26,DJISAMSOE SUP PREM REF 12,13578.75,SLOP ,8.99991E+12
1205,27,PALL MALL LIGHT MENTOL,5562.5,SLOP ,8.99479E+12
1206,131,JELYGAR JERUK,2083.75,PCS  ,8.99402E+12
1207,31,OVALE FACE PAPER 100 LBR,3731.25,PCS  ,8.99342E+12
1208,173,KEPALA JENGGOT TEH 40G,1375,PCS  ,8.9928E+12
1209,19,HELLO PANDA ALL VARIANT 12 G,1310,BOX  ,8.9945E+12
1210,A0110     ,CUSSONS KIDS SHP B&S 100ML,4008.75,PCS  ,8.9981E+12
122,54,MR.P KACANG MENTE ASIN 80,12552.5,PCS  ,8.99271E+12
1220,194,ABC WHITE COFFEE INSTAN 5+1,2552.5,DOS  ,8.991E+12
1221,19,ABC CAPUCINI COFFE CR,2552.5,PCS  ,7.11844E+11
1222,19,ABC CAPUCINI CHOCOLATE 200,2552.5,PCS  ,7.11844E+11
1226,19,ABC SPC G SUSU 625 ML,12553.75,DOS  ,7.11844E+11
1228,12,SOSRO GREEN TEA MD LMN200,1901.25,PCS  ,8.99601E+12
1229,A0106     ,ABC JUICE SIRSAK 250ML,3157.5,DOS  ,7.11844E+11
1230,A0106     ,ABC JUICE SLIM APPLE 250,3172.5,PCS  ,7.11844E+11
1231,A0106     ,ABC JUICE SLIM JAMBU 250,3172.5,PCS  ,7.11844E+11
1232,A0106     ,ABC JUICE SLIM LYCHE 250,3157.5,PCS  ,7.11844E+11
1233,A0106     ,ABC JUICE SLIM MGG 250ML,3172.5,PCS  ,7.11844E+11
1234,A0106     ,ABC JUICE SLIM ORG 250ML,3157.5,PCS  ,7.11844E+11
1235,A0106     ,ABC KC HIJAU 200ML KHKS,2080,DOS  ,7.11844E+11
1236,A0106     ,ABC KC HIJAU 250 KHBS,2541.25,DOS  ,7.11844E+11
1237,A0098     ,WRD EXCL MATTE LIP C 11 4GR,1253.75,PCS  ,8.99314E+12
124,176,GERY WFR CREAM CKT 80,2303.75,PCS  ,8.99278E+12
1242,A0106     ,ABC SARI ASAM/TAMARIND 250,3078.75,DOS  ,7.11844E+11
1244,19,ABC SQUASH LYCHEE 580,9752.5,DOS  ,7.11844E+11
1245,19,ABC SQUASH MANGGA 580,9752.5,DOS  ,7.11844E+11
1246,19,ABC SQUASH ORANGE 580 ML,9752.5,DOS  ,7.11844E+11
1247,19,ABC SQUASH PINEAPPLE 580,9781.25,DOS  ,7.11844E+11
125,A0002     ,SIMBA TUFFIS COKLAT BAG 20,1363.75,PCS  ,8.99317E+12
1250,19,ABC SQUASH SIRSAK 585,9752.5,PCS  ,7.11844E+11
1253,19,ABC SPC G COCOPANDAN 585,13161.25,DOS  ,7.11844E+11
1254,19,ABC SPC G FRAMBOZE 600,12095,DOS  ,7.11844E+11
1255,19,ABC SPC G MELON 585,13132.5,DOS  ,7.11844E+11
1258,19,ABC SPC G MOCCA 600,13161.25,DOS  ,7.11844E+11
126,176,GERY WFR COKLAT ROOL 45,1938.75,PCS  ,0
1260,69,FANTA ROYAL CAN ANGGUR 330,3947.5,DOS  ,8.99276E+12
1264,7,CLUB GELAS BESAR 48 X 250 ML,14187.5,DOS  ,1264
1265,7,CLUB GELAS MINI 48 X 150 ML,3720,DOS  ,1265
1268,3,AQUA 1500 ML,2672.5,DOS  ,8.88601E+12
1269,3,AQUA 330 ML,1056.25,DOS  ,8.88601E+12
127,A0049     ,SIMBA CHOCO CHIP 55,3725,PCS  ,8.99274E+12
1270,31,MULTI MP-08 SP 1000GR,366.25,PCS  ,8.99293E+12
1271,A0049     ,RICHOCO AHH 50G,6066.25,PCS  ,8.99318E+12
1276,19,BENDERA UHT MILKY CHOCO 180,2275,PCS  ,8.99275E+12
1278,19,BENDERA UHT MILKY STROW 180,2275,PCS  ,8.99275E+12
1279,19,BENDERA UHT MINI CKT 115,1875,PCS  ,8.99275E+12
1281,19,ABC KEDELAI MILK BANTAL,1180,DOS  ,7.11844E+11
1283,112,MUKENA QUBBAH MEDINA POLOS,5000,PCS  ,1283
1285,71,KARA SARI KLP CCPDN 360,3231.25,PCS  ,8.99271E+12
1286,A0094     ,NU GREEN TEA LESS SUGAR 500,3500,DOS  ,8.99239E+12
1287,19,NU GREEN TEA HONEY 500,3500,DOS  ,8.99239E+12
1289,207,HOTIN CREAM ARMTHRP BTL 120M,3625,PCS  ,8.99702E+12
129,A0110     ,CUSSONS LOTION F&N  100ML,500,PCS  ,8.9981E+12
1294,207,HOTIN CREM ARMTHRP TUBE 60ML,2406.25,PCS  ,8.99702E+12
1297,43,CALPICO WATER STRW 200 ML,2406.25,PCS  ,8.99271E+12
1298,43,CALPICO WATER WHITE 200,2406.25,PCS  ,8.99271E+12
1299,19,NU JUV ORANGE CITROEN 500 ML,3937.5,PCS  ,8.99239E+12
1300,4,COCA-COLA 1.5 LT,11125,PCS  ,8.99276E+12
1301,69,COCA-COLA CAN 330 ML,3947.5,PCS  ,8.99276E+12
1302,46,INDOCAFE COFFEMIX JAHE 30`S,3906.25,PACK ,9.31193E+12
1303,187,WISMILAK DIPLOMAT 16,12323.75,SLOP ,8.99421E+12
1305,46,INDOCAFE COFFEMIX 30 X 20G,23773.75,DOS  ,9.31193E+12
1308,A0030     ,ENERGEN CHOCO BAG 10,10468.75,DOS  ,8.996E+12
1310,A0030     ,ENERGEN COKLAT 5X29G,975,DOS  ,8.996E+12
1311,194,ENERGEN VANILLA BOX,5495,PCS  ,8.886E+12
1312,167,POP ICE MANGGA BOX,4445,PCS  ,8.99801E+12
1313,112,MUKENA AMIE S,3652.5,PCS  ,                    
1315,112,SAJADAH KECIL INTEKSA,3652.5,PCS  ,                    
1318,19,REJOICE SHP ANTI FRIZZ 170,8125,PCS  ,4.90243E+12
1319,71,EXTRA JOSS 6`S ACTIVE,4675,PCS  ,8.99306E+12
1320,19,REJOICE SHP ANTI FRIZZ 90,6066.25,PCS  ,4.90243E+12
1321,19,REJOICE SHP AF 5.5MLX6,3541.25,STR  ,4.90243E+12
1323,69,FANTA ROYAL CAN JERUK 330,2968.75,DOS  ,8.99276E+12
1324,4,FANTA STRAW 1.5 PET,10937.5,PCS  ,8.99276E+12
1325,69,FANTA STRAW CAN 330ML,3947.5,PCS  ,8.99276E+12
133,158,TORABIKA CREAMY LATTE PROMO,7500,PCS  ,8.99867E+12
1330,69,FRUIT TEA LEMON 200 ML,1615,PCS  ,8.99601E+12
1331,12,FRUIT TEA STRAWBERRY 318,2916.25,PCS  ,8.99601E+12
1332,12,FRUIT TEA ORANGE 200ML,1615,PCS  ,8.99601E+12
1335,8,AGRO SARI JERUK 500,3486.25,PCS  ,8.99518E+12
1336,112,SEPATU CALPICO,2067.5,PCS  ,1336
1337,4,SEPATU ARDILES QUANTUM,2067.5,PCS  ,1337
1338,112,SEPATU PRECISE BRAVO/SKY A,2067.5,PCS  ,1338
1342,46,INDOCAFE CAPUCINO 15,14875,PCS  ,9.31193E+12
1343,46,INDOCAFE CAPUCINO 50S,47368.75,PCS  ,9.31193E+12
1344,46,INDOCAFE CAPUCINO 25 GR,1172.5,PACK ,9.31193E+12
1345,46,INDOCAFE CAPUCINO KTK 5X25G,6916.25,PCS  ,9.31193E+12
1346,46,INDOCAFE TRI HAPPINESS KTK 5,7081.25,PCS  ,9.31193E+12
1347,46,INDOCAFE COFFEMIX BAG 15``S,10216.25,PCS  ,9.31193E+12
1348,46,INDOCAFE COFFEMIX 5X20GR SAC,3858.75,DOS  ,9.31193E+12
1349,46,INDOCAFE COFFEMIX GSN 5,9843.75,PCS  ,9.31193E+12
135,176,GERY WFR STIK COKLAT 45,1938.75,PCS  ,8.99278E+12
1350,46,INDOCAFE COFFEMIX JAHE 5,5031.25,PCS  ,9.31193E+12
1351,46,INDOCAFE FB 100 BTL,14423.75,PCS  ,9.31193E+12
1352,46,INDOCAFE FB 50 GELAS,7768.75,PCS  ,9.31193E+12
1354,71,EXTRA JOSS X  FIT TMD JAHE,2687.5,PCS  ,8.99306E+12
1356,46,INDOCAFE OB 180 G,20707.5,PCS  ,9.31193E+12
1358,46,INDOCAFE OB 50G BTL,9473.75,PCS  ,9.31193E+12
1359,46,INDOCAFE OB 100G BTL,13312.5,PCS  ,9.31193E+12
136,7,TIM TAM WFR ORANGE 100,6392.5,PCS  ,9.55607E+12
1360,46,INDOCAFE FB REF 100G,12622.5,PCS  ,9.31193E+12
1361,12,SOSRO GREEN TEA KY MNS 20,1901.25,PCS  ,8.99601E+12
1362,46,INDOCAFE SPC SET 150,12031.25,PCS  ,9.31193E+12
1364,46,INDOCAFE COFFEMIX KTK 5``S,4193.75,PCS  ,9.31193E+12
1365,46,INDOCAFE CREAMER 200 BTL,7906.25,PCS  ,9.31193E+12
1370,131,MR KUNIR ASAM,2500,DOS  ,8.99301E+12
1379,3,NESTLE CERELAC BM/KHIJAU 80,13500,PCS  ,8.9927E+12
1380,90,KRATINGDAENG REG.BTL 150M,3187.5,PCS  ,8.88606E+12
1382,174,DAHLIA WITH CASE K-23,10990,PCS  ,8.88601E+12
1385,112,TAS SPORTY,1093.75,PCS  ,1385
1387,172,MITU B SABUN MANDI BTL 200,10988.75,PCS  ,1387
1388,9,LEO SYRUP ALL VAR 650 ML,10990,PCS  ,1388
1389,172,MITU B SABUN MANDI REF.200ML,10990,PCS  ,8.99275E+12
139,19,DELFI TAKE IT WFR 34,2598.75,PCS  ,8.991E+12
1390,8,AGRO SARI STROW 500,56857.5,PCS  ,8.99518E+12
1392,208,M-150 ENERGY DRINK 150ML,2900,PCS  ,8.85112E+12
1393,46,MAX CREAMER 50X3 GR,10381.25,PCS  ,9.31193E+12
1394,12,FRUIT TEA FUSION 200,1615,PCS  ,8.99601E+12
1396,12,FRUIT TEA MELON,1432.5,PCS  ,8.99601E+12
1397,207,HOTIN CREAM ARMTHRP BTL 60ML,2406.25,PCS  ,8.99702E+12
140,19,DELFI TAKE IT BISKUIT 38,2598.75,PCS  ,8.991E+12
1400,175,NATURADE GOLD,5887.5,PCS  ,8.99277E+12
1410,46,MAX CREAMER 200 GR BTL,8923.75,PCS  ,9.31193E+12
1412,46,MAX CREAMER 500 GR DUS,17490,DOS  ,9.31193E+12
1413,46,MAX TEA LEMON TEA KTK 5`S,3630,PCS  ,9.31193E+12
1414,90,KRATIDAENG LOW SUGAR,3023.75,PCS  ,8.88606E+12
1415,46,MAX CREAMER TOPLES 280,10161.25,PCS  ,9.31193E+12
1424,19,PANTENE SHP A. LEPEK 70ML,3652.5,PCS  ,4.90243E+12
1425,40,SUKSESS MIE GRG AYAM KCP,4791.25,DOS  ,8.99887E+12
1426,19,REJOICE COND. P.SMOOTH 170ML,2970,PCS  ,4.90243E+12
1427,19,REJOICE SHP P.FRESH 170 ML ,3652.5,PCS  ,4.90243E+12
1428,176,CHOCOLATOS MATCHA DRINK10X28,9896.25,DOS  ,8.99278E+12
143,176,GARUDA KCG KULIT BWG 90,3500,PCS  ,8.99278E+12
1430,112,BABYDOLL AMRO 1E,2523.75,PCS  ,1430
1431,112,BABYDOLL ANNE CLAIRE 1E,2523.75,PCS  ,                    
1432,19,REJOICE SHP P.SMOOTH 170 ML,2523.75,PCS  ,4.90243E+12
1436,12,FRUIT TEA X-TREME 200,1615,PCS  ,8.99601E+12
1438,12,FRUIT TEA BLAST 200,1615,PCS  ,8.99601E+12
1439,217,KACANG OVEN UWENAK 200,4791.25,PCS  ,1439
144,103,BISKUAT SUSU 160,5001.25,PCS  ,8.99272E+12
1440,131,MR SLEEMING TEA 15`S,13100,PCS  ,8.99515E+12
1441,131,MR SLEEMING TEA BESAR,23100,PCS  ,8.99515E+12
1443,3,NESCAFE 3/1 CREME 25X16GR,21263.75,PCS  ,8.9927E+12
1448,175,INACO NATA SELASIH CUP ST200,3258.75,PCS  ,8.99273E+12
1450,176,NUTRI TEA APEL,6600,PCS  ,7.49921E+11
1451,176,NUTRI TEA LEMON,6600,PCS  ,7.49921E+11
1454,176,HORE MANGGA,2067.5,PCS  ,7.49921E+11
146,176,GERY KRAKER BERAS KEJU,7500,PCS  ,8.99278E+12
1462,176,NUTRISARI JRK KP 175 PCH,7515,PCS  ,7.49921E+11
1467,176,NUTRISARI POUCH 175 MANIS,7515,PCS  ,7.49921E+11
1468,176,NUTRISARIJRK NP 175 PCH,7515,PCS  ,7.49921E+11
1483,179,SOSRO CELUP BLACK TEA,4687.5,SLOP ,8.88601E+12
1484,179,SOSRO CELUP HIJAU 25,5500,SLOP ,8.88601E+12
1485,105,CALPICO MINI STRAW BTL 90,1250,PCS  ,8.99271E+12
1486,179,SOSRO CELUP MERAH 15,2000,SLOP ,8.88601E+12
1487,179,SOSRO CELUP MERAH 30`S,3437.5,SLOP ,8.88601E+12
1488,179,SOSRO CELUP MERAH 50,5937.5,SLOP ,8.88601E+12
149,19,DELFI CHACHA MINI CHOCO 30,1870,BOX  ,8.991E+12
1490,A0110     ,CB MILK BATH SOFT&SMOOTH 400,2625,PCS  ,8.9981E+12
1496,69,SPRITE 1.5LT PET,11125,PCS  ,8.99276E+12
1497,69,SPRITE CAN 330 ML,3947.5,PCS  ,8.99276E+12
1499,194,GOOD DAY CAPPU GRANUL 25,3802.5,RTG  ,8.991E+12
